feed_temperature_K,feed_pressure_kPa,feed_composition_benzene,n_stages,feed_stage,reflux_ratio,bottoms_rate_kmol_h,feed_vapor_fraction_q,column_pressure_kPa,relative_volatility,R_over_Rmin,N_over_Nmin,feed_stage_fraction,distillate_rate_kmol_h,bubble_point_T_K,dew_point_T_K,xD_benzene,xB_benzene,QC_kW,QR_kW
320.0,202.65,0.4714,10,5,1.5,30.0,-0.2,202.65,12.45495,1.87572,1.72008,0.5,70.0,360.419,390.99,0.7,1e-06,2164.4782,2281.2546
328.421,121.59,0.7,10,5,3.2143,70.0,0.00873,121.59,11.01593,1.75752,12.39341,0.5,30.0,328.15,359.18,0.748133,0.3,1206.8167,1248.5362
365.435,152.0,0.3155,11,7,3.3499,50.1,0.18601,152.0,7.19191,5.18643,1.45776,0.63636,49.9,360.415,387.403,0.744998,1e-06,2317.1462,2450.252
374.737,121.59,0.5857,20,9,2.3571,70.0,1.03011,121.59,6.57498,2.73378,19.25841,0.45,30.0,333.686,366.525,0.751848,0.3,961.1448,994.404
336.842,101.325,0.7,10,6,2.6429,46.0,0.47691,101.325,9.85967,3.1943,12.23474,0.6,54.0,321.771,353.373,0.735587,0.3,1715.7986,1773.3144
400.0,202.65,0.4143,10,7,2.3571,70.0,1.0226,202.65,5.35232,1.61121,8.84283,0.7,30.0,364.416,393.838,0.723421,0.2817992,1243.5444,1285.546
341.053,152.0,0.6429,10,3,2.0714,46.0,0.0632,152.0,9.38445,1.62854,12.52577,0.3,54.0,339.059,370.598,0.719152,0.3,1774.0819,1831.3059
370.526,202.65,0.7,10,6,2.3571,62.0,0.78561,202.65,6.86451,3.49242,10.51183,0.6,38.0,347.46,376.821,0.728152,0.3,1574.5422,1626.2849
345.657,121.59,0.3356,19,3,3.4404,36.072,-0.02245,121.59,8.8726,5.47522,2.75152,0.15789,63.928,350.002,378.581,0.778765,1e-06,2703.2146,2866.0293
332.632,121.59,0.5286,10,3,3.2143,54.0,-0.02168,121.59,10.41601,3.48364,12.26635,0.3,46.0,336.828,369.667,0.74328,0.3,1851.1387,1914.4439
387.368,121.59,0.4143,20,5,2.0714,70.0,1.04458,121.59,5.89078,1.42798,18.07193,0.25,30.0,344.074,375.209,0.732553,0.27788558,880.6626,911.2474
324.211,152.0,0.3571,25,18,2.6429,46.0,-0.16933,152.0,11.69381,4.12099,4.10348,0.72,54.0,356.984,385.64,0.762431,1e-06,2097.0785,2220.7877
341.053,152.0,0.4143,20,13,1.5,38.0,-0.06012,152.0,9.38445,2.54074,3.05406,0.65,62.0,352.689,383.084,0.7,1e-06,1660.3718,1749.7833
341.053,152.0,0.6429,20,14,2.3571,30.0,0.0632,152.0,9.38445,1.70665,22.77973,0.7,70.0,339.059,370.598,0.753716,0.3,2506.9759,2594.7488
394.934,152.0,0.5441,12,8,1.9042,32.252,1.06748,152.0,5.55094,1.88646,8.4436,0.66667,67.748,344.357,376.53,0.716828,0.18136934,2105.0531,2191.449
373.828,121.59,0.418,17,9,2.2703,32.656,0.96115,121.59,6.62996,1.81897,2.16523,0.52941,67.344,343.815,375.041,0.738102,1e-06,2103.9351,2223.4557
378.947,121.59,0.5286,15,3,2.3571,30.0,1.03403,121.59,6.3309,2.37628,6.28275,0.2,70.0,336.828,369.667,0.740667,0.03368191,2244.5301,2366.6155
327.571,152.0,0.4486,21,4,2.6006,46.536,-0.11748,152.0,11.16081,3.20263,14.68499,0.19048,53.464,350.308,381.461,0.759702,0.09122475,2052.6399,2158.7461
332.632,101.325,0.5857,15,5,1.7857,38.0,0.1637,101.325,10.40561,2.23889,19.84461,0.33333,62.0,327.162,360.573,0.715697,0.3,1508.763,1556.9957
321.918,202.65,0.3953,21,4,2.5438,65.051,-0.2,202.65,12.11245,3.47764,20.95438,0.19048,34.949,365.826,394.739,0.755113,0.20204033,1525.3364,1590.8036
372.134,101.325,0.3375,11,4,3.3848,66.392,0.99527,101.325,6.72812,1.89673,7.04854,0.36364,33.608,343.019,372.272,0.746332,0.130581,1284.3192,1345.1537
332.632,101.325,0.3571,25,8,3.2143,62.0,-0.04573,101.325,10.40561,5.20049,16.52843,0.32,38.0,341.482,371.478,0.784442,0.09524977,1391.5255,1465.7677
353.684,101.325,0.6429,15,8,2.9286,38.0,0.89357,101.325,8.09996,4.79148,15.45234,0.53333,62.0,324.354,357.178,0.765545,0.3,2119.6087,2195.6701
320.0,202.65,0.3,15,12,2.9286,46.0,-0.2,202.65,12.45495,5.58762,2.53494,0.8,54.0,373.664,398.991,0.751866,1e-06,2613.409,2765.4676
350.287,101.325,0.5988,26,18,3.4414,52.632,0.71385,101.325,8.40844,5.19289,24.10722,0.69231,47.368,326.496,359.824,0.809862,0.3,1824.5261,1896.4997
324.211,152.0,0.4714,15,4,3.2143,38.0,-0.12706,152.0,11.69381,3.59217,2.45798,0.26667,62.0,348.802,380.342,0.766931,1e-06,2784.5062,2949.6609
353.684,121.59,0.5857,10,7,2.3571,30.0,0.60899,121.59,8.10806,4.52041,10.29293,0.7,70.0,333.686,366.525,0.72626,0.25777471,2246.9919,2327.9406
395.789,101.325,0.3,30,15,1.7857,62.0,1.08084,101.325,5.50023,0.76598,12.68689,0.5,38.0,346.135,373.743,0.718686,0.04338576,924.5728,972.3489
353.684,101.325,0.6429,10,6,2.0714,70.0,0.89357,101.325,8.09996,4.03344,11.70232,0.6,30.0,324.354,357.178,0.719152,0.3,804.7433,830.5416
338.074,101.325,0.4321,30,10,2.0291,64.729,0.06052,101.325,9.7091,3.45894,33.41577,0.33333,35.271,336.129,368.271,0.73636,0.26628112,931.8231,965.5733
353.684,121.59,0.5857,15,12,3.5,54.0,0.60899,121.59,8.10806,5.51963,14.85578,0.8,46.0,333.686,366.525,0.780036,0.3,1971.0715,2044.1213
362.919,202.65,0.6132,25,17,2.1795,64.901,0.35596,202.65,7.39243,2.45843,25.83262,0.68,35.099,351.897,382.861,0.748133,0.3,1375.2229,1422.6781
328.421,101.325,0.5857,10,3,2.6429,30.0,0.03768,101.325,11.00492,2.61061,11.12997,0.3,70.0,327.162,360.573,0.733194,0.24159424,2224.5699,2308.8313
320.0,121.59,0.6429,20,10,3.5,62.0,-0.05582,121.59,12.40537,2.09689,22.42761,0.5,38.0,330.804,363.059,0.801908,0.3,1625.4836,1688.7508
349.474,202.65,0.3,20,4,2.0714,46.0,-0.12499,202.65,8.52787,3.70258,2.8945,0.2,54.0,373.664,398.991,0.729922,1e-06,2046.7031,2161.9847
359.727,121.59,0.5557,14,8,2.8484,48.214,0.74221,121.59,7.6061,4.43842,14.36705,0.57143,51.786,335.301,368.211,0.755805,0.3,1901.2426,1967.9847
328.421,121.59,0.5286,10,3,2.9286,46.0,-0.04344,121.59,11.01593,3.18325,12.20307,0.3,54.0,336.828,369.667,0.737961,0.28276652,2026.5742,2097.7354
370.526,202.65,0.5286,20,7,2.6429,30.0,0.44171,202.65,6.86451,3.61655,2.57094,0.35,70.0,356.766,387.919,0.763177,1e-06,3138.7713,3323.6714
395.789,101.325,0.5286,10,4,2.9286,38.0,1.11786,101.325,5.50023,2.50918,6.80435,0.4,62.0,330.231,363.646,0.737961,0.18693615,2124.172,2214.0266
395.789,121.59,0.3571,15,12,1.7857,54.0,1.06637,121.59,5.50573,0.99086,6.76447,0.8,46.0,348.29,377.689,0.713434,0.0536356,1226.5215,1288.4903
387.368,121.59,0.3571,15,4,3.2143,70.0,1.03549,121.59,5.89078,1.71232,10.02533,0.26667,30.0,348.29,377.689,0.761732,0.18374745,1205.6056,1259.1763
349.474,101.325,0.4143,25,6,1.7857,46.0,0.38268,101.325,8.48544,3.7408,14.22742,0.24,54.0,337.332,369.059,0.71915,0.05640178,1313.7442,1380.6943
370.526,202.65,0.3,10,5,3.2143,30.0,-0.01621,202.65,6.86451,4.91585,1.29766,0.5,70.0,373.664,398.991,0.736808,1e-06,3638.488,3845.1477
335.078,121.59,0.6843,22,18,2.5609,45.526,0.19777,121.59,10.09241,1.84826,24.80808,0.81818,54.474,328.861,360.297,0.769024,0.3,1848.6012,1915.5583
385.777,202.65,0.4967,19,13,1.5684,43.076,0.87432,202.65,5.99328,1.81728,16.04166,0.68421,56.924,358.762,389.661,0.70441,0.22227271,1807.7827,1874.5805
400.0,152.0,0.5286,25,15,1.5,54.0,1.08294,152.0,5.33901,1.43567,24.71148,0.6,46.0,345.266,377.38,0.7,0.3,1231.989,1269.4872
357.895,101.325,0.3571,15,4,2.0714,62.0,0.54715,101.325,7.74456,2.69026,10.73633,0.26667,38.0,341.482,371.478,0.725417,0.13142636,1018.8231,1065.3346
395.789,121.59,0.3,15,5,2.0714,30.0,1.05785,121.59,5.50573,0.89824,1.73099,0.33333,70.0,352.999,380.011,0.724347,1e-06,2056.0961,2170.5138
333.51,152.0,0.5487,10,3,1.5504,30.95,-0.05467,152.0,10.31327,1.66025,10.62282,0.3,69.05,344.092,376.274,0.701764,0.20736076,1886.2001,1957.9579
332.632,101.325,0.4143,15,3,3.5,30.0,-0.02429,101.325,10.40561,5.16149,2.33741,0.2,70.0,337.332,369.059,0.771383,1e-06,2739.9035,2903.27
378.947,121.59,0.5286,30,27,2.6429,38.0,1.03403,121.59,6.3309,2.43956,17.51014,0.9,62.0,336.828,369.667,0.774648,0.12707871,2151.5557,2258.9993
400.0,202.65,0.3571,10,5,1.5,62.0,1.01285,202.65,5.35232,0.89176,6.4382,0.5,38.0,368.81,396.496,0.7,0.14700461,1175.0995,1224.7954
354.933,202.65,0.3296,16,13,2.1292,49.556,-0.08345,202.65,8.03148,3.5605,2.25181,0.8125,50.444,371.086,397.716,0.728617,1e-06,1948.0739,2057.5382
387.368,121.59,0.5286,15,7,2.9286,54.0,1.06491,121.59,5.89078,2.59562,13.26468,0.46667,46.0,336.828,369.667,0.760985,0.3,1723.3587,1784.3943
374.737,121.59,0.4714,30,8,1.7857,46.0,1.00803,121.59,6.57498,1.68724,22.79764,0.26667,54.0,340.274,372.546,0.721151,0.17827671,1438.9447,1498.8691
341.053,152.0,0.3571,10,4,1.5,46.0,-0.08231,152.0,9.38445,2.95865,1.52703,0.4,54.0,356.984,385.64,0.7,1e-06,1446.1211,1524.0354
320.0,202.65,0.7,25,8,1.7857,62.0,-0.14187,202.65,12.45495,0.8759,34.89788,0.32,38.0,347.46,376.821,0.723018,0.3,1306.9665,1349.7542
387.368,202.65,0.5286,30,25,2.3571,30.0,0.98233,202.65,5.91432,2.26802,3.56354,0.83333,70.0,356.766,387.919,0.759053,1e-06,2893.5472,3062.8822
378.947,202.65,0.5286,20,13,2.6429,38.0,0.71202,202.65,6.3562,3.30458,12.58902,0.65,62.0,356.766,387.919,0.763177,0.14579328,2780.0728,2912.4586
320.0,121.59,0.4143,25,10,2.9286,70.0,-0.12438,121.59,12.40537,3.95994,27.35002,0.4,30.0,344.074,375.209,0.777183,0.25875816,1122.4431,1167.5837
374.737,202.65,0.3,15,11,2.3571,62.0,0.04235,202.65,6.60125,3.51392,6.4694,0.73333,38.0,373.664,398.991,0.734586,0.0336409,1573.7217,1658.7223
332.632,121.59,0.7,20,15,3.5,30.0,0.14442,121.59,10.41601,2.02215,20.66415,0.75,70.0,328.15,359.18,0.805453,0.3,2993.5242,3110.7417
328.421,121.59,0.4143,10,6,2.9286,30.0,-0.08087,121.59,11.01593,4.61445,1.61721,0.6,70.0,344.074,375.209,0.735123,1e-06,2627.6086,2776.5706
358.635,152.0,0.3806,10,6,1.9004,60.26,0.11782,152.0,7.70417,3.52513,8.02374,0.6,39.74,355.166,384.611,0.711656,0.16230082,1233.5894,1285.6982
387.368,121.59,0.5286,30,12,2.6429,62.0,1.06491,121.59,5.89078,2.26566,25.55262,0.4,38.0,336.828,369.667,0.774648,0.3,1318.7304,1366.8044
377.753,101.325,0.5217,25,9,1.6795,33.557,1.05044,101.325,6.39203,1.77461,17.14224,0.36,66.443,330.619,363.996,0.713216,0.14254321,1555.5593,1623.5916
320.0,121.59,0.6429,20,12,1.7857,30.0,-0.05582,121.59,12.40537,1.27874,28.10894,0.6,70.0,330.804,363.059,0.719986,0.3,1865.3873,1925.7613
332.461,152.0,0.3221,27,12,2.4596,31.457,-0.14152,152.0,10.45494,4.30025,4.24244,0.44444,68.543,359.851,387.128,0.754336,1e-06,2529.5358,2676.9982
329.472,121.59,0.511,28,5,2.8751,56.149,-0.04331,121.59,10.86083,2.9368,31.18891,0.17857,43.851,337.854,370.579,0.783398,0.29823588,1617.5821,1678.3416
351.779,202.65,0.4586,14,11,1.6034,55.936,-0.04912,202.65,8.31184,2.17131,15.64546,0.78571,44.064,361.286,391.649,0.705087,0.26438159,1418.3641,1466.5022
387.368,121.59,0.5286,20,7,1.5,70.0,1.06491,121.59,5.89078,1.56623,20.92991,0.35,30.0,336.828,369.667,0.7,0.3,718.6379,740.4195
361.78,101.325,0.5092,30,5,2.2881,37.878,0.91455,101.325,7.44068,2.66388,18.58057,0.16667,62.122,331.336,364.625,0.754317,0.10729734,1779.1039,1867.7766
341.627,202.65,0.4597,17,5,3.4746,36.252,-0.10118,202.65,9.34284,3.70703,2.51818,0.29412,63.748,361.211,391.593,0.780769,1e-06,3506.281,3718.1625
328.421,121.59,0.4143,20,16,3.2143,62.0,-0.08087,121.59,11.01593,4.38895,17.73612,0.8,38.0,344.074,375.209,0.779063,0.19071277,1524.9645,1594.4425
357.895,101.325,0.3571,10,6,2.6429,62.0,0.54715,101.325,7.74456,3.40016,7.08022,0.6,38.0,341.482,371.478,0.72841,0.12959231,1208.0892,1263.7202
365.014,101.325,0.6447,21,15,2.3345,68.704,1.02916,101.325,7.2038,3.26152,21.07631,0.71429,31.296,324.266,357.06,0.754018,0.3,908.9869,940.6089
320.0,202.65,0.7,25,16,2.6429,46.0,-0.14187,202.65,12.45495,1.16392,29.98914,0.64,54.0,347.46,376.821,0.778203,0.3,2418.4583,2508.1042
322.814,101.325,0.3847,18,13,2.6439,45.387,-0.08581,101.325,11.89816,4.44938,2.98488,0.72222,54.613,339.423,370.332,0.753631,1e-06,1733.3078,1834.217
370.079,152.0,0.4384,28,3,2.1831,52.946,0.61644,152.0,6.87647,2.83581,20.10634,0.10714,47.054,351.0,381.95,0.744866,0.1660823,1598.945,1670.1882
335.032,101.325,0.5494,17,4,3.0133,64.145,0.17783,101.325,10.0882,3.74228,19.04734,0.23529,35.855,329.079,362.558,0.771293,0.3,1251.6419,1297.1968
357.895,101.325,0.3571,30,6,2.9286,54.0,0.54715,101.325,7.74456,3.25469,4.0741,0.2,46.0,341.482,371.478,0.778626,1e-06,1571.0169,1665.5125
341.053,121.59,0.5286,20,6,2.6429,30.0,0.12864,121.59,9.37041,3.23033,2.98626,0.3,70.0,336.828,369.667,0.763177,1e-06,2431.2683,2574.5498
355.686,101.325,0.6688,19,10,2.433,65.925,1.00064,101.325,7.92745,3.89245,19.84256,0.52632,34.075,323.157,355.511,0.756783,0.3,1018.7037,1054.4417
372.255,202.65,0.6639,26,10,2.2572,58.95,0.76169,202.65,6.75409,3.13187,25.15216,0.38462,41.05,349.241,379.456,0.755329,0.3,1646.8553,1704.5517
336.842,121.59,0.7,20,3,3.2143,46.0,0.28011,121.59,9.86953,2.29615,20.78631,0.15,54.0,328.15,359.18,0.795035,0.3,2164.422,2247.3265
332.632,101.325,0.4714,30,13,2.3571,30.0,-0.00502,101.325,10.40561,3.09941,4.70005,0.43333,70.0,333.603,366.46,0.756846,1e-06,2046.3548,2165.9207
370.526,152.0,0.3,10,7,3.2143,30.0,0.33367,152.0,6.84744,4.00824,1.29598,0.7,70.0,361.758,388.037,0.736808,1e-06,3151.1714,3330.0697
336.842,101.325,0.5857,20,10,2.6429,30.0,0.28973,101.325,9.85967,3.45117,16.36566,0.5,70.0,327.162,360.573,0.765539,0.1661229,2219.0363,2321.7321
350.265,101.325,0.3311,20,9,1.9805,32.766,0.23211,101.325,8.41057,3.93847,2.87943,0.45,67.234,343.535,372.528,0.726219,1e-06,1749.1275,1846.9171
387.372,152.0,0.3109,28,14,2.059,54.421,0.9918,152.0,5.89942,1.00724,3.35061,0.5,45.579,360.809,387.592,0.734265,1e-06,1489.6605,1573.7673
395.471,101.325,0.6834,15,7,3.211,42.305,1.15013,101.325,5.51391,3.28666,12.23848,0.46667,57.695,322.5,354.527,0.776469,0.3,2112.4752,2189.882
324.211,121.59,0.4714,30,16,2.9286,54.0,-0.083,121.59,11.67631,3.31328,27.74432,0.53333,46.0,340.274,372.546,0.785247,0.20410157,1720.0357,1797.4701
347.832,152.0,0.3985,14,11,1.5282,47.136,-0.03098,152.0,8.66624,2.67612,8.34114,0.78571,52.864,353.828,383.806,0.701352,0.05892777,1431.5708,1502.3056
395.789,121.59,0.3,10,5,2.3571,46.0,1.05785,121.59,5.50573,1.02787,1.15509,0.5,54.0,352.999,380.011,0.721528,1e-06,1734.0641,1830.1225
357.895,202.65,0.4143,30,6,3.2143,46.0,-0.03369,202.65,7.78328,3.71089,4.06033,0.2,54.0,364.416,393.838,0.793417,1e-06,2794.579,2966.2817
400.0,152.0,0.4714,20,14,2.0714,38.0,1.07208,152.0,5.33901,1.56978,8.14872,0.7,62.0,348.802,380.342,0.733868,0.04323803,2034.679,2142.6094
395.789,101.325,0.5286,20,14,3.5,54.0,1.11786,101.325,5.50023,2.62346,15.4874,0.7,46.0,330.231,363.646,0.794819,0.3,1797.3357,1865.8227
394.87,101.325,0.3098,21,3,3.4753,55.158,1.07885,101.325,5.53985,1.38316,2.38127,0.14286,44.842,345.299,373.365,0.782791,1e-06,1744.0782,1849.4012
395.789,121.59,0.3,30,14,1.5,62.0,1.05785,121.59,5.50573,0.68338,13.85222,0.46667,38.0,352.999,380.011,0.7,0.05483871,910.2446,955.1153
374.737,121.59,0.4143,25,20,3.2143,70.0,0.98484,121.59,6.57498,2.20067,19.70247,0.8,30.0,344.074,375.209,0.787998,0.25412349,1203.1484,1252.664
367.792,101.325,0.4613,30,10,2.9596,62.729,1.00315,101.325,7.01107,2.39789,25.3617,0.33333,37.271,334.234,366.933,0.786016,0.26843441,1282.2302,1333.3886
394.2,152.0,0.4647,29,3,1.65,36.799,1.0496,152.0,5.58297,1.36123,12.33069,0.10345,63.201,349.238,380.674,0.711249,0.04136494,1792.6462,1884.7121
374.737,121.59,0.4714,15,4,3.5,30.0,1.00803,121.59,6.57498,2.89262,1.87725,0.26667,70.0,340.274,372.546,0.774268,1e-06,3000.8003,3180.1883
341.053,152.0,0.6429,20,5,3.5,46.0,0.0632,152.0,9.38445,2.28251,19.94204,0.25,54.0,339.059,370.598,0.801908,0.3,2582.6778,2683.081
392.239,152.0,0.5634,18,5,1.7935,58.937,1.06157,152.0,5.67046,1.89248,17.51639,0.27778,41.063,343.262,375.448,0.718267,0.3,1227.1292,1266.2959
357.895,101.325,0.4143,10,6,1.7857,62.0,0.6481,101.325,7.74456,2.59608,9.86045,0.6,38.0,337.332,369.059,0.708714,0.23382954,925.2448,958.9223
398.175,202.65,0.6309,10,7,1.9769,66.77,1.06038,202.65,5.42698,2.30638,9.54076,0.7,33.23,350.948,381.707,0.716161,0.3,1222.1445,1260.908
369.497,121.59,0.3987,15,10,1.5276,44.755,0.7915,121.59,6.90424,1.59407,6.41683,0.66667,55.245,345.181,375.903,0.701405,0.02502425,1337.7112,1407.1105
332.847,101.325,0.314,30,9,1.8012,34.166,-0.06248,101.325,10.37643,4.10191,4.7554,0.3,65.834,344.94,373.199,0.719851,1e-06,1610.4271,1699.7325
328.421,121.59,0.4143,30,5,1.7857,62.0,-0.08087,121.59,11.01593,2.9675,33.12368,0.16667,38.0,344.074,375.209,0.720329,0.22671071,1012.5982,1051.1724
336.842,121.59,0.6429,30,27,2.9286,46.0,0.18719,121.59,9.86953,2.35206,31.16695,0.9,54.0,330.804,363.059,0.795179,0.3,2017.6561,2094.9751
373.466,121.59,0.6148,29,5,2.8027,41.875,1.03175,121.59,6.6521,3.15634,25.54738,0.17241,58.125,332.191,364.808,0.786461,0.3,2103.66,2182.585
400.0,202.65,0.5857,20,15,3.5,62.0,1.05654,202.65,5.35232,3.01782,15.0898,0.75,38.0,353.412,384.579,0.798363,0.3,2099.1714,2179.8185
328.421,101.325,0.5857,30,8,1.7857,38.0,0.03768,101.325,11.00492,1.81511,39.84708,0.26667,62.0,327.162,360.573,0.722793,0.3,1507.9336,1557.0139
353.684,121.59,0.7,30,6,3.2143,62.0,0.82288,121.59,8.10806,4.52087,27.1535,0.2,38.0,328.15,359.18,0.812289,0.3,1521.1045,1581.3604
350.907,152.0,0.6247,27,17,1.8626,49.442,0.34381,152.0,8.37149,2.28751,31.29457,0.62963,50.558,339.978,371.768,0.728285,0.3,1547.0233,1597.9834
328.421,121.59,0.5857,30,6,2.9286,30.0,-0.0272,121.59,11.01593,2.28072,20.66965,0.2,70.0,333.686,366.525,0.791868,0.10468809,2616.132,2755.3219
399.585,121.59,0.4787,19,16,3.0479,50.026,1.10045,121.59,5.34775,2.09703,11.67346,0.84211,49.974,339.815,372.191,0.774568,0.18321601,1927.0648,2014.7864
370.652,121.59,0.4513,19,5,1.8533,47.004,0.91064,121.59,6.82909,1.88086,13.499,0.26316,52.996,341.568,373.506,0.720897,0.1473947,1446.4876,1510.1699
357.261,152.0,0.4097,29,22,2.2564,67.482,0.14004,152.0,7.81578,3.58665,26.99493,0.75862,32.518,353.021,383.298,0.748523,0.24636108,1130.1063,1173.8578
397.233,121.59,0.3844,16,6,1.6425,49.295,1.07592,121.59,5.44457,1.00691,7.16504,0.375,50.705,346.225,376.528,0.707419,0.05208872,1283.057,1347.403
336.842,121.59,0.4714,20,17,3.2143,54.0,-0.01773,121.59,9.86953,3.76115,17.44932,0.85,46.0,340.274,372.546,0.782257,0.20664874,1845.5756,1927.7665
320.0,121.59,0.6429,30,4,2.9286,70.0,-0.05582,121.59,12.40537,1.77841,34.28,0.13333,30.0,330.804,363.059,0.795179,0.3,1120.9,1163.9418
400.0,152.0,0.4714,25,20,2.6429,54.0,1.07208,152.0,5.33901,1.85273,16.97815,0.8,46.0,348.802,380.342,0.767688,0.21905904,1785.8001,1861.142
328.585,152.0,0.354,20,8,3.4816,39.388,-0.148,152.0,11.00796,5.12882,3.17664,0.4,60.612,357.231,385.774,0.783486,1e-06,2891.1362,3066.559
336.842,101.325,0.3,20,10,1.7857,62.0,-0.04801,101.325,9.85967,4.17367,11.51288,0.5,38.0,346.135,373.743,0.715815,0.0451456,924.7009,972.4775
336.842,101.325,0.3,15,11,2.3571,46.0,-0.04801,101.325,9.85967,5.06591,2.31414,0.73333,54.0,346.135,373.743,0.734586,1e-06,1581.3182,1670.8899
374.737,121.59,0.5857,30,27,1.5,62.0,1.03011,121.59,6.57498,2.04413,33.34015,0.9,38.0,333.686,366.525,0.7,0.3,910.2421,937.973
324.211,152.0,0.5286,15,11,1.7857,70.0,-0.10878,152.0,11.69381,1.91738,20.86618,0.73333,30.0,345.266,377.38,0.715131,0.3,894.159,922.8674
387.368,202.65,0.7,25,5,2.6429,62.0,1.03867,202.65,5.91432,3.03639,21.13383,0.2,38.0,347.46,376.821,0.778203,0.3,1701.9863,1764.6016
324.211,152.0,0.4714,10,5,3.5,46.0,-0.12706,152.0,11.69381,4.14861,8.71281,0.5,54.0,348.802,380.342,0.746229,0.14883728,2593.7756,2713.4644
325.049,152.0,0.3204,25,6,2.0316,37.524,-0.18057,152.0,11.55685,3.89608,4.12866,0.24,62.476,359.998,387.2,0.731711,1e-06,2023.9205,2138.2644
362.978,152.0,0.479,13,4,3.4856,37.925,0.46323,152.0,7.36972,5.30686,4.58923,0.30769,62.075,348.317,379.965,0.764723,0.01121458,2967.9521,3140.5965
395.789,121.59,0.6429,25,18,1.5,62.0,1.12001,121.59,5.50573,1.83207,25.16512,0.72,38.0,330.804,363.059,0.7,0.3,910.276,937.8601
349.474,202.65,0.3571,15,5,2.6429,70.0,-0.0999,202.65,8.52787,4.01039,12.75124,0.33333,30.0,368.81,396.496,0.745641,0.19064374,1346.9635,1404.7776
346.341,202.65,0.5285,14,3,3.3591,47.039,-0.05389,202.65,8.83778,3.05852,13.49315,0.21429,52.961,356.772,387.925,0.768999,0.25765073,2840.3814,2952.6927
399.483,121.59,0.6534,18,10,3.3583,33.711,1.13606,121.59,5.35186,3.12527,13.84337,0.55556,66.289,330.298,362.376,0.791471,0.3,2748.6243,2852.7588
336.842,121.59,0.6429,15,7,2.6429,62.0,0.18719,121.59,9.86953,2.33391,17.3961,0.46667,38.0,330.804,363.059,0.755249,0.3,1320.6448,1367.0143
400.0,202.65,0.3,25,14,2.9286,54.0,1.0037,202.65,5.35232,1.20924,2.79046,0.56,46.0,373.664,398.991,0.770946,1e-06,2223.0909,2355.33
341.053,152.0,0.4143,10,5,2.9286,54.0,-0.06012,152.0,9.38445,4.36986,7.9176,0.5,46.0,352.689,383.084,0.735123,0.14098022,1930.6025,2019.0837
336.842,101.325,0.4714,25,22,2.3571,46.0,0.09857,101.325,9.85967,3.55968,19.52016,0.88,54.0,333.603,366.46,0.753548,0.14024497,1579.0236,1653.7452
361.564,101.325,0.5699,17,4,2.5084,47.05,1.00041,101.325,7.45701,3.14762,17.41821,0.23529,52.95,327.984,361.452,0.752803,0.3,1618.2376,1674.5958
361.26,202.65,0.3296,28,15,2.4892,60.563,-0.05077,202.65,7.51746,3.67504,13.95582,0.53571,39.437,371.086,397.716,0.756685,0.0515324,1694.5659,1786.8881
387.368,121.59,0.3571,10,5,2.6429,54.0,1.03549,121.59,5.89078,1.50909,4.2815,0.5,46.0,348.29,377.689,0.72841,0.04087865,1602.0322,1686.6316
332.632,101.325,0.4143,10,7,2.0714,46.0,-0.02429,101.325,10.40561,3.70775,6.35289,0.7,54.0,337.332,369.059,0.716487,0.05952734,1448.7607,1522.0334
328.421,121.59,0.7,15,9,2.3571,70.0,0.00873,121.59,11.01593,1.29664,18.73881,0.6,30.0,328.15,359.18,0.745228,0.3,961.5781,994.5964
370.526,152.0,0.3571,15,6,1.5,62.0,0.47259,152.0,6.84744,2.10945,11.07547,0.4,38.0,356.984,385.64,0.7,0.14700461,1017.68,1060.8407
395.789,101.325,0.3571,25,17,3.5,54.0,1.08914,101.325,5.50023,1.61826,2.8108,0.68,46.0,341.482,371.478,0.793699,1e-06,1797.477,1907.616
335.61,152.0,0.5554,17,7,2.7131,40.509,-0.04187,152.0,10.03932,2.43532,17.55858,0.41176,59.491,343.713,375.902,0.760589,0.25403234,2355.2192,2447.4017
332.632,101.325,0.4714,10,7,1.7857,70.0,-0.00502,101.325,10.40561,2.74991,13.47605,0.7,30.0,333.603,366.46,0.709066,0.3,730.4144,753.4006
341.053,121.59,0.5857,30,24,2.9286,62.0,0.22434,121.59,9.37041,3.10058,30.74236,0.8,38.0,333.686,366.525,0.791868,0.3,1420.2004,1474.227
357.895,101.325,0.4714,10,4,3.5,62.0,0.73931,101.325,7.74456,4.7689,10.62876,0.4,38.0,333.603,366.46,0.746229,0.3,1490.3024,1541.4604
378.947,202.65,0.6429,15,12,2.3571,70.0,0.93589,202.65,6.3562,3.1948,14.50437,0.8,30.0,350.321,380.908,0.743707,0.3,1241.5893,1283.8457
358.902,202.65,0.4636,21,9,3.0295,69.564,-0.01055,202.65,7.70194,3.26771,20.42908,0.42857,30.436,360.944,391.392,0.777512,0.3,1507.9212,1563.6119
337.163,121.59,0.4918,14,6,2.7295,61.389,-0.00954,121.59,9.82988,3.30199,16.44875,0.42857,38.611,339.01,371.548,0.749865,0.3,1374.349,1422.0633
342.884,202.65,0.5984,10,5,3.3602,33.743,-0.05073,202.65,9.20339,2.53388,11.47337,0.5,66.257,352.703,383.793,0.747862,0.3,3560.1183,3683.1972
381.662,152.0,0.606,21,16,2.0478,36.813,1.03201,152.0,6.19166,2.46798,20.41411,0.7619,63.187,340.948,372.931,0.736572,0.3,2057.2505,2126.1943
